"Station","TTArrTime","ArrFlag","Loop","TTDepTime","DepFlag","Secn","TTHaltTime","MinHaltTime","TTRunTime","MinRunTime","TrainID","Priority"
"Charlie",2016-04-16 20:42:00,"P",0,2016-04-16 20:47:00,"P",0,5,5,18,15,20030,2
"Delta",2016-04-16 21:05:00,"P",0,2016-04-16 21:10:00,"P",0,5,5,18,15,20030,2
"Echo",2016-04-16 21:28:00,"P",0,2016-04-16 21:33:00,"P",0,5,5,18,15,20030,2
"Foxtrot",2016-04-16 21:51:00,"P",0,2016-04-16 21:56:00,"P",0,5,5,18,15,20030,2
"Golf",2016-04-16 22:14:00,"P",0,2016-04-16 22:19:00,"P",0,5,5,18,15,20030,2
"Hotel",2016-04-16 22:37:00,"P",0,2016-04-16 22:42:00,"P",0,5,5,18,15,20030,2
"India",2016-04-16 23:00:00,"P",0,2016-04-16 23:05:00,"P",0,5,5,18,15,20030,2
"Juliet",2016-04-16 23:23:00,"P",0,2016-04-16 23:28:00,"P",0,5,5,18,15,20030,2
"Kilo",2016-04-16 23:46:00,"P",0,2016-04-16 23:51:00,"P",0,5,5,0,0,20030,2
"Kilo",2016-04-16 00:43:00,"P",0,2016-04-16 00:48:00,"P",0,5,5,18,15,20031,2
"Juliet",2016-04-16 01:06:00,"P",0,2016-04-16 01:11:00,"P",0,5,5,18,15,20031,2
"India",2016-04-16 01:29:00,"P",0,2016-04-16 01:34:00,"P",0,5,5,18,15,20031,2
"Hotel",2016-04-16 01:52:00,"P",0,2016-04-16 01:57:00,"P",0,5,5,18,15,20031,2
"Golf",2016-04-16 02:15:00,"P",0,2016-04-16 02:20:00,"P",0,5,5,18,15,20031,2
"Foxtrot",2016-04-16 02:38:00,"P",0,2016-04-16 02:43:00,"P",0,5,5,18,15,20031,2
"Echo",2016-04-16 03:01:00,"P",0,2016-04-16 03:06:00,"P",0,5,5,18,15,20031,2
"Delta",2016-04-16 03:24:00,"P",0,2016-04-16 03:29:00,"P",0,5,5,18,15,20031,2
"Charlie",2016-04-16 03:47:00,"P",0,2016-04-16 03:52:00,"P",0,5,5,18,15,20031,2
"Bravo",2016-04-16 04:10:00,"P",0,2016-04-16 04:15:00,"P",0,5,5,18,15,20031,2
"Alpha",2016-04-16 04:33:00,"P",0,2016-04-16 04:38:00,"P",0,5,5,0,0,20031,2
"Alpha",2016-04-16 16:34:00,"P",0,2016-04-16 16:39:00,"P",0,5,5,18,15,20032,2
"Bravo",2016-04-16 16:57:00,"P",0,2016-04-16 17:02:00,"P",0,5,5,18,15,20032,2
"Charlie",2016-04-16 17:20:00,"P",0,2016-04-16 17:25:00,"P",0,5,5,18,15,20032,2
"Delta",2016-04-16 17:43:00,"P",0,2016-04-16 17:48:00,"P",0,5,5,18,15,20032,2
"Echo",2016-04-16 18:06:00,"P",0,2016-04-16 18:11:00,"P",0,5,5,18,15,20032,2
"Foxtrot",2016-04-16 18:29:00,"P",0,2016-04-16 18:34:00,"P",0,5,5,18,15,20032,2
"Golf",2016-04-16 18:52:00,"P",0,2016-04-16 18:57:00,"P",0,5,5,18,15,20032,2
"Hotel",2016-04-16 19:15:00,"P",0,2016-04-16 19:20:00,"P",0,5,5,18,15,20032,2
"India",2016-04-16 19:38:00,"P",0,2016-04-16 19:43:00,"P",0,5,5,18,15,20032,2
"Juliet",2016-04-16 20:01:00,"P",0,2016-04-16 20:06:00,"P",0,5,5,18,15,20032,2
"Kilo",2016-04-16 20:24:00,"P",0,2016-04-16 20:29:00,"P",0,5,5,0,0,20032,2
"Kilo",2016-04-16 06:05:00,"P",0,2016-04-16 06:10:00,"P",0,5,5,18,15,20033,2
"Juliet",2016-04-16 06:28:00,"P",0,2016-04-16 06:33:00,"P",0,5,5,18,15,20033,2
"India",2016-04-16 06:51:00,"P",0,2016-04-16 06:56:00,"P",0,5,5,18,15,20033,2
"Hotel",2016-04-16 07:14:00,"P",0,2016-04-16 07:19:00,"P",0,5,5,18,15,20033,2
"Golf",2016-04-16 07:37:00,"P",0,2016-04-16 07:42:00,"P",0,5,5,18,15,20033,2
"Foxtrot",2016-04-16 08:00:00,"P",0,2016-04-16 08:05:00,"P",0,5,5,18,15,20033,2
"Echo",2016-04-16 08:23:00,"P",0,2016-04-16 08:28:00,"P",0,5,5,18,15,20033,2
"Delta",2016-04-16 08:46:00,"P",0,2016-04-16 08:51:00,"P",0,5,5,18,15,20033,2
"Charlie",2016-04-16 09:09:00,"P",0,2016-04-16 09:14:00,"P",0,5,5,18,15,20033,2
"Bravo",2016-04-16 09:32:00,"P",0,2016-04-16 09:37:00,"P",0,5,5,18,15,20033,2
"Alpha",2016-04-16 09:55:00,"P",0,2016-04-16 10:00:00,"P",0,5,5,0,0,20033,2
"Alpha",2016-04-17 08:05:00,"P",0,2016-04-17 08:10:00,"P",0,5,5,18,15,20034,2
"Bravo",2016-04-17 08:28:00,"P",0,2016-04-17 08:33:00,"P",0,5,5,18,15,20034,2
"Charlie",2016-04-17 08:51:00,"P",0,2016-04-17 08:56:00,"P",0,5,5,18,15,20034,2
"Delta",2016-04-17 09:14:00,"P",0,2016-04-17 09:19:00,"P",0,5,5,18,15,20034,2
"Echo",2016-04-17 09:37:00,"P",0,2016-04-17 09:42:00,"P",0,5,5,18,15,20034,2
"Foxtrot",2016-04-17 10:00:00,"P",0,2016-04-17 10:05:00,"P",0,5,5,18,15,20034,2
"Golf",2016-04-17 10:23:00,"P",0,2016-04-17 10:28:00,"P",0,5,5,18,15,20034,2
"Hotel",2016-04-17 10:46:00,"P",0,2016-04-17 10:51:00,"P",0,5,5,18,15,20034,2
"India",2016-04-17 11:09:00,"P",0,2016-04-17 11:14:00,"P",0,5,5,18,15,20034,2
"Juliet",2016-04-17 11:32:00,"P",0,2016-04-17 11:37:00,"P",0,5,5,18,15,20034,2
"Kilo",2016-04-17 11:55:00,"P",0,2016-04-17 12:00:00,"P",0,5,5,0,0,20034,2
"Kilo",2016-04-17 07:53:00,"P",0,2016-04-17 07:58:00,"P",0,5,5,18,15,20035,2
"Juliet",2016-04-17 08:16:00,"P",0,2016-04-17 08:21:00,"P",0,5,5,18,15,20035,2
"India",2016-04-17 08:39:00,"P",0,2016-04-17 08:44:00,"P",0,5,5,18,15,20035,2
"Hotel",2016-04-17 09:02:00,"P",0,2016-04-17 09:07:00,"P",0,5,5,18,15,20035,2
"Golf",2016-04-17 09:25:00,"P",0,2016-04-17 09:30:00,"P",0,5,5,18,15,20035,2
"Foxtrot",2016-04-17 09:48:00,"P",0,2016-04-17 09:53:00,"P",0,5,5,18,15,20035,2
"Echo",2016-04-17 10:11:00,"P",0,2016-04-17 10:16:00,"P",0,5,5,18,15,20035,2
"Delta",2016-04-17 10:34:00,"P",0,2016-04-17 10:39:00,"P",0,5,5,18,15,20035,2
"Charlie",2016-04-17 10:57:00,"P",0,2016-04-17 11:02:00,"P",0,5,5,18,15,20035,2
"Bravo",2016-04-17 11:20:00,"P",0,2016-04-17 11:25:00,"P",0,5,5,18,15,20035,2
"Alpha",2016-04-17 11:43:00,"P",0,2016-04-17 11:48:00,"P",0,5,5,0,0,20035,2
"Alpha",2016-04-17 17:07:00,"P",0,2016-04-17 17:12:00,"P",0,5,5,18,15,20036,2
"Bravo",2016-04-17 17:30:00,"P",0,2016-04-17 17:35:00,"P",0,5,5,18,15,20036,2
"Charlie",2016-04-17 17:53:00,"P",0,2016-04-17 17:58:00,"P",0,5,5,18,15,20036,2
"Delta",2016-04-17 18:16:00,"P",0,2016-04-17 18:21:00,"P",0,5,5,18,15,20036,2
"Echo",2016-04-17 18:39:00,"P",0,2016-04-17 18:44:00,"P",0,5,5,18,15,20036,2
"Foxtrot",2016-04-17 19:02:00,"P",0,2016-04-17 19:07:00,"P",0,5,5,18,15,20036,2
"Golf",2016-04-17 19:25:00,"P",0,2016-04-17 19:30:00,"P",0,5,5,18,15,20036,2
"Hotel",2016-04-17 19:48:00,"P",0,2016-04-17 19:53:00,"P",0,5,5,18,15,20036,2
"India",2016-04-17 20:11:00,"P",0,2016-04-17 20:16:00,"P",0,5,5,18,15,20036,2
"Juliet",2016-04-17 20:34:00,"P",0,2016-04-17 20:39:00,"P",0,5,5,18,15,20036,2
"Kilo",2016-04-17 20:57:00,"P",0,2016-04-17 21:02:00,"P",0,5,5,0,0,20036,2
"Kilo",2016-04-16 11:38:00,"P",0,2016-04-16 11:43:00,"P",0,5,5,18,15,20037,2
"Juliet",2016-04-16 12:01:00,"P",0,2016-04-16 12:06:00,"P",0,5,5,18,15,20037,2
"India",2016-04-16 12:24:00,"P",0,2016-04-16 12:29:00,"P",0,5,5,18,15,20037,2
"Hotel",2016-04-16 12:47:00,"P",0,2016-04-16 12:52:00,"P",0,5,5,18,15,20037,2
"Golf",2016-04-16 13:10:00,"P",0,2016-04-16 13:15:00,"P",0,5,5,18,15,20037,2
"Foxtrot",2016-04-16 13:33:00,"P",0,2016-04-16 13:38:00,"P",0,5,5,18,15,20037,2
"Echo",2016-04-16 13:56:00,"P",0,2016-04-16 14:01:00,"P",0,5,5,18,15,20037,2
"Delta",2016-04-16 14:19:00,"P",0,2016-04-16 14:24:00,"P",0,5,5,18,15,20037,2
"Charlie",2016-04-16 14:42:00,"P",0,2016-04-16 14:47:00,"P",0,5,5,18,15,20037,2
"Bravo",2016-04-16 15:05:00,"P",0,2016-04-16 15:10:00,"P",0,5,5,18,15,20037,2
"Alpha",2016-04-16 15:28:00,"P",0,2016-04-16 15:33:00,"P",0,5,5,0,0,20037,2
"Alpha",2016-04-17 19:23:00,"P",0,2016-04-17 19:28:00,"P",0,5,5,18,15,20038,2
"Bravo",2016-04-17 19:46:00,"P",0,2016-04-17 19:51:00,"P",0,5,5,18,15,20038,2
"Charlie",2016-04-17 20:09:00,"P",0,2016-04-17 20:14:00,"P",0,5,5,18,15,20038,2
"Delta",2016-04-17 20:32:00,"P",0,2016-04-17 20:37:00,"P",0,5,5,18,15,20038,2
"Echo",2016-04-17 20:55:00,"P",0,2016-04-17 21:00:00,"P",0,5,5,18,15,20038,2
"Foxtrot",2016-04-17 21:18:00,"P",0,2016-04-17 21:23:00,"P",0,5,5,18,15,20038,2
"Golf",2016-04-17 21:41:00,"P",0,2016-04-17 21:46:00,"P",0,5,5,18,15,20038,2
"Hotel",2016-04-17 22:04:00,"P",0,2016-04-17 22:09:00,"P",0,5,5,18,15,20038,2
"India",2016-04-17 22:27:00,"P",0,2016-04-17 22:32:00,"P",0,5,5,18,15,20038,2
"Juliet",2016-04-17 22:50:00,"P",0,2016-04-17 22:55:00,"P",0,5,5,18,15,20038,2
"Kilo",2016-04-17 23:13:00,"P",0,2016-04-17 23:18:00,"P",0,5,5,0,0,20038,2
"Kilo",2016-04-16 10:45:00,"P",0,2016-04-16 10:50:00,"P",0,5,5,18,15,20039,2
"Juliet",2016-04-16 11:08:00,"P",0,2016-04-16 11:13:00,"P",0,5,5,18,15,20039,2
"India",2016-04-16 11:31:00,"P",0,2016-04-16 11:36:00,"P",0,5,5,18,15,20039,2
"Hotel",2016-04-16 11:54:00,"P",0,2016-04-16 11:59:00,"P",0,5,5,18,15,20039,2
"Golf",2016-04-16 12:17:00,"P",0,2016-04-16 12:22:00,"P",0,5,5,18,15,20039,2
"Foxtrot",2016-04-16 12:40:00,"P",0,2016-04-16 12:45:00,"P",0,5,5,18,15,20039,2
"Echo",2016-04-16 13:03:00,"P",0,2016-04-16 13:08:00,"P",0,5,5,18,15,20039,2
"Delta",2016-04-16 13:26:00,"P",0,2016-04-16 13:31:00,"P",0,5,5,18,15,20039,2
"Charlie",2016-04-16 13:49:00,"P",0,2016-04-16 13:54:00,"P",0,5,5,18,15,20039,2
"Bravo",2016-04-16 14:12:00,"P",0,2016-04-16 14:17:00,"P",0,5,5,18,15,20039,2
"Alpha",2016-04-16 14:35:00,"P",0,2016-04-16 14:40:00,"P",0,5,5,0,0,20039,2
"Alpha",2016-04-17 08:29:00,"P",0,2016-04-17 08:34:00,"P",0,5,5,18,15,20040,2
"Bravo",2016-04-17 08:52:00,"P",0,2016-04-17 08:57:00,"P",0,5,5,18,15,20040,2
"Charlie",2016-04-17 09:15:00,"P",0,2016-04-17 09:20:00,"P",0,5,5,18,15,20040,2
"Delta",2016-04-17 09:38:00,"P",0,2016-04-17 09:43:00,"P",0,5,5,18,15,20040,2
"Echo",2016-04-17 10:01:00,"P",0,2016-04-17 10:06:00,"P",0,5,5,18,15,20040,2
"Foxtrot",2016-04-17 10:24:00,"P",0,2016-04-17 10:29:00,"P",0,5,5,18,15,20040,2
"Golf",2016-04-17 10:47:00,"P",0,2016-04-17 10:52:00,"P",0,5,5,18,15,20040,2
"Hotel",2016-04-17 11:10:00,"P",0,2016-04-17 11:15:00,"P",0,5,5,18,15,20040,2
"India",2016-04-17 11:33:00,"P",0,2016-04-17 11:38:00,"P",0,5,5,18,15,20040,2
"Juliet",2016-04-17 11:56:00,"P",0,2016-04-17 12:01:00,"P",0,5,5,18,15,20040,2
"Kilo",2016-04-17 12:19:00,"P",0,2016-04-17 12:24:00,"P",0,5,5,0,0,20040,2
"Kilo",2016-04-16 07:12:00,"P",0,2016-04-16 07:17:00,"P",0,5,5,18,15,20041,2
"Juliet",2016-04-16 07:35:00,"P",0,2016-04-16 07:40:00,"P",0,5,5,18,15,20041,2
"India",2016-04-16 07:58:00,"P",0,2016-04-16 08:03:00,"P",0,5,5,18,15,20041,2
"Hotel",2016-04-16 08:21:00,"P",0,2016-04-16 08:26:00,"P",0,5,5,18,15,20041,2
"Golf",2016-04-16 08:44:00,"P",0,2016-04-16 08:49:00,"P",0,5,5,18,15,20041,2
"Foxtrot",2016-04-16 09:07:00,"P",0,2016-04-16 09:12:00,"P",0,5,5,18,15,20041,2
"Echo",2016-04-16 09:30:00,"P",0,2016-04-16 09:35:00,"P",0,5,5,18,15,20041,2
"Delta",2016-04-16 09:53:00,"P",0,2016-04-16 09:58:00,"P",0,5,5,18,15,20041,2
"Charlie",2016-04-16 10:16:00,"P",0,2016-04-16 10:21:00,"P",0,5,5,18,15,20041,2
"Bravo",2016-04-16 10:39:00,"P",0,2016-04-16 10:44:00,"P",0,5,5,18,15,20041,2
"Alpha",2016-04-16 11:02:00,"P",0,2016-04-16 11:07:00,"P",0,5,5,0,0,20041,2
"Alpha",2016-04-16 17:55:00,"P",0,2016-04-16 18:00:00,"P",0,5,5,18,15,20042,2
"Bravo",2016-04-16 18:18:00,"P",0,2016-04-16 18:23:00,"P",0,5,5,18,15,20042,2
"Charlie",2016-04-16 18:41:00,"P",0,2016-04-16 18:46:00,"P",0,5,5,18,15,20042,2
"Delta",2016-04-16 19:04:00,"P",0,2016-04-16 19:09:00,"P",0,5,5,18,15,20042,2
"Echo",2016-04-16 19:27:00,"P",0,2016-04-16 19:32:00,"P",0,5,5,18,15,20042,2
"Foxtrot",2016-04-16 19:50:00,"P",0,2016-04-16 19:55:00,"P",0,5,5,18,15,20042,2
"Golf",2016-04-16 20:13:00,"P",0,2016-04-16 20:18:00,"P",0,5,5,18,15,20042,2
"Hotel",2016-04-16 20:36:00,"P",0,2016-04-16 20:41:00,"P",0,5,5,18,15,20042,2
"India",2016-04-16 20:59:00,"P",0,2016-04-16 21:04:00,"P",0,5,5,18,15,20042,2
"Juliet",2016-04-16 21:22:00,"P",0,2016-04-16 21:27:00,"P",0,5,5,18,15,20042,2
"Kilo",2016-04-16 21:45:00,"P",0,2016-04-16 21:50:00,"P",0,5,5,0,0,20042,2
"Kilo",2016-04-16 23:38:00,"P",0,2016-04-16 23:43:00,"P",0,5,5,18,15,20043,2
"Juliet",2016-04-17 00:01:00,"P",0,2016-04-17 00:06:00,"P",0,5,5,18,15,20043,2
"India",2016-04-17 00:24:00,"P",0,2016-04-17 00:29:00,"P",0,5,5,18,15,20043,2
"Hotel",2016-04-17 00:47:00,"P",0,2016-04-17 00:52:00,"P",0,5,5,18,15,20043,2
"Golf",2016-04-17 01:10:00,"P",0,2016-04-17 01:15:00,"P",0,5,5,18,15,20043,2
"Foxtrot",2016-04-17 01:33:00,"P",0,2016-04-17 01:38:00,"P",0,5,5,18,15,20043,2
"Echo",2016-04-17 01:56:00,"P",0,2016-04-17 02:01:00,"P",0,5,5,18,15,20043,2
"Delta",2016-04-17 02:19:00,"P",0,2016-04-17 02:24:00,"P",0,5,5,18,15,20043,2
"Charlie",2016-04-17 02:42:00,"P",0,2016-04-17 02:47:00,"P",0,5,5,18,15,20043,2
"Bravo",2016-04-17 03:05:00,"P",0,2016-04-17 03:10:00,"P",0,5,5,18,15,20043,2
"Alpha",2016-04-17 03:28:00,"P",0,2016-04-17 03:33:00,"P",0,5,5,0,0,20043,2
"Alpha",2016-04-17 09:50:00,"P",0,2016-04-17 09:55:00,"P",0,5,5,18,15,20044,2
"Bravo",2016-04-17 10:13:00,"P",0,2016-04-17 10:18:00,"P",0,5,5,18,15,20044,2
"Charlie",2016-04-17 10:36:00,"P",0,2016-04-17 10:41:00,"P",0,5,5,18,15,20044,2
"Delta",2016-04-17 10:59:00,"P",0,2016-04-17 11:04:00,"P",0,5,5,18,15,20044,2
"Echo",2016-04-17 11:22:00,"P",0,2016-04-17 11:27:00,"P",0,5,5,18,15,20044,2
"Foxtrot",2016-04-17 11:45:00,"P",0,2016-04-17 11:50:00,"P",0,5,5,18,15,20044,2
"Golf",2016-04-17 12:08:00,"P",0,2016-04-17 12:13:00,"P",0,5,5,18,15,20044,2
"Hotel",2016-04-17 12:31:00,"P",0,2016-04-17 12:36:00,"P",0,5,5,18,15,20044,2
"India",2016-04-17 12:54:00,"P",0,2016-04-17 12:59:00,"P",0,5,5,18,15,20044,2
"Juliet",2016-04-17 13:17:00,"P",0,2016-04-17 13:22:00,"P",0,5,5,18,15,20044,2
"Kilo",2016-04-17 13:40:00,"P",0,2016-04-17 13:45:00,"P",0,5,5,0,0,20044,2
"Kilo",2016-04-16 09:17:00,"P",0,2016-04-16 09:22:00,"P",0,5,5,18,15,20045,2
"Juliet",2016-04-16 09:40:00,"P",0,2016-04-16 09:45:00,"P",0,5,5,18,15,20045,2
"India",2016-04-16 10:03:00,"P",0,2016-04-16 10:08:00,"P",0,5,5,18,15,20045,2
"Hotel",2016-04-16 10:26:00,"P",0,2016-04-16 10:31:00,"P",0,5,5,18,15,20045,2
"Golf",2016-04-16 10:49:00,"P",0,2016-04-16 10:54:00,"P",0,5,5,18,15,20045,2
"Foxtrot",2016-04-16 11:12:00,"P",0,2016-04-16 11:17:00,"P",0,5,5,18,15,20045,2
"Echo",2016-04-16 11:35:00,"P",0,2016-04-16 11:40:00,"P",0,5,5,18,15,20045,2
"Delta",2016-04-16 11:58:00,"P",0,2016-04-16 12:03:00,"P",0,5,5,18,15,20045,2
"Charlie",2016-04-16 12:21:00,"P",0,2016-04-16 12:26:00,"P",0,5,5,18,15,20045,2
"Bravo",2016-04-16 12:44:00,"P",0,2016-04-16 12:49:00,"P",0,5,5,18,15,20045,2
"Alpha",2016-04-16 13:07:00,"P",0,2016-04-16 13:12:00,"P",0,5,5,0,0,20045,2
"Alpha",2016-04-17 06:49:00,"P",0,2016-04-17 06:54:00,"P",0,5,5,18,15,20046,2
"Bravo",2016-04-17 07:12:00,"P",0,2016-04-17 07:17:00,"P",0,5,5,18,15,20046,2
"Charlie",2016-04-17 07:35:00,"P",0,2016-04-17 07:40:00,"P",0,5,5,18,15,20046,2
"Delta",2016-04-17 07:58:00,"P",0,2016-04-17 08:03:00,"P",0,5,5,18,15,20046,2
"Echo",2016-04-17 08:21:00,"P",0,2016-04-17 08:26:00,"P",0,5,5,18,15,20046,2
"Foxtrot",2016-04-17 08:44:00,"P",0,2016-04-17 08:49:00,"P",0,5,5,18,15,20046,2
"Golf",2016-04-17 09:07:00,"P",0,2016-04-17 09:12:00,"P",0,5,5,18,15,20046,2
"Hotel",2016-04-17 09:30:00,"P",0,2016-04-17 09:35:00,"P",0,5,5,18,15,20046,2
"India",2016-04-17 09:53:00,"P",0,2016-04-17 09:58:00,"P",0,5,5,18,15,20046,2
"Juliet",2016-04-17 10:16:00,"P",0,2016-04-17 10:21:00,"P",0,5,5,18,15,20046,2
"Kilo",2016-04-17 10:39:00,"P",0,2016-04-17 10:44:00,"P",0,5,5,0,0,20046,2
"Kilo",2016-04-17 04:24:00,"P",0,2016-04-17 04:29:00,"P",0,5,5,18,15,20047,2
"Juliet",2016-04-17 04:47:00,"P",0,2016-04-17 04:52:00,"P",0,5,5,18,15,20047,2
"India",2016-04-17 05:10:00,"P",0,2016-04-17 05:15:00,"P",0,5,5,18,15,20047,2
"Hotel",2016-04-17 05:33:00,"P",0,2016-04-17 05:38:00,"P",0,5,5,18,15,20047,2
"Golf",2016-04-17 05:56:00,"P",0,2016-04-17 06:01:00,"P",0,5,5,18,15,20047,2
"Foxtrot",2016-04-17 06:19:00,"P",0,2016-04-17 06:24:00,"P",0,5,5,18,15,20047,2
"Echo",2016-04-17 06:42:00,"P",0,2016-04-17 06:47:00,"P",0,5,5,18,15,20047,2
"Delta",2016-04-17 07:05:00,"P",0,2016-04-17 07:10:00,"P",0,5,5,18,15,20047,2
"Charlie",2016-04-17 07:28:00,"P",0,2016-04-17 07:33:00,"P",0,5,5,18,15,20047,2
"Bravo",2016-04-17 07:51:00,"P",0,2016-04-17 07:56:00,"P",0,5,5,18,15,20047,2
"Alpha",2016-04-17 08:14:00,"P",0,2016-04-17 08:19:00,"P",0,5,5,0,0,20047,2
"Alpha",2016-04-17 02:38:00,"P",0,2016-04-17 02:43:00,"P",0,5,5,18,15,20048,2
"Bravo",2016-04-17 03:01:00,"P",0,2016-04-17 03:06:00,"P",0,5,5,18,15,20048,2
"Charlie",2016-04-17 03:24:00,"P",0,2016-04-17 03:29:00,"P",0,5,5,18,15,20048,2
"Delta",2016-04-17 03:47:00,"P",0,2016-04-17 03:52:00,"P",0,5,5,18,15,20048,2
"Echo",2016-04-17 04:10:00,"P",0,2016-04-17 04:15:00,"P",0,5,5,18,15,20048,2
"Foxtrot",2016-04-17 04:33:00,"P",0,2016-04-17 04:38:00,"P",0,5,5,18,15,20048,2
"Golf",2016-04-17 04:56:00,"P",0,2016-04-17 05:01:00,"P",0,5,5,18,15,20048,2
"Hotel",2016-04-17 05:19:00,"P",0,2016-04-17 05:24:00,"P",0,5,5,18,15,20048,2
"India",2016-04-17 05:42:00,"P",0,2016-04-17 05:47:00,"P",0,5,5,18,15,20048,2
"Juliet",2016-04-17 06:05:00,"P",0,2016-04-17 06:10:00,"P",0,5,5,18,15,20048,2
"Kilo",2016-04-17 06:28:00,"P",0,2016-04-17 06:33:00,"P",0,5,5,0,0,20048,2
"Kilo",2016-04-16 01:40:00,"P",0,2016-04-16 01:45:00,"P",0,5,5,18,15,20049,2
"Juliet",2016-04-16 02:03:00,"P",0,2016-04-16 02:08:00,"P",0,5,5,18,15,20049,2
"India",2016-04-16 02:26:00,"P",0,2016-04-16 02:31:00,"P",0,5,5,18,15,20049,2
"Hotel",2016-04-16 02:49:00,"P",0,2016-04-16 02:54:00,"P",0,5,5,18,15,20049,2
"Golf",2016-04-16 03:12:00,"P",0,2016-04-16 03:17:00,"P",0,5,5,18,15,20049,2
"Foxtrot",2016-04-16 03:35:00,"P",0,2016-04-16 03:40:00,"P",0,5,5,18,15,20049,2
"Echo",2016-04-16 03:58:00,"P",0,2016-04-16 04:03:00,"P",0,5,5,18,15,20049,2
"Delta",2016-04-16 04:21:00,"P",0,2016-04-16 04:26:00,"P",0,5,5,18,15,20049,2
"Charlie",2016-04-16 04:44:00,"P",0,2016-04-16 04:49:00,"P",0,5,5,18,15,20049,2
"Bravo",2016-04-16 05:07:00,"P",0,2016-04-16 05:12:00,"P",0,5,5,18,15,20049,2
"Alpha",2016-04-16 05:30:00,"P",0,2016-04-16 05:35:00,"P",0,5,5,0,0,20049,2
"Alpha",2016-04-17 09:10:00,"P",0,2016-04-17 09:15:00,"P",0,5,5,18,15,20050,2
"Bravo",2016-04-17 09:33:00,"P",0,2016-04-17 09:38:00,"P",0,5,5,18,15,20050,2
"Charlie",2016-04-17 09:56:00,"P",0,2016-04-17 10:01:00,"P",0,5,5,18,15,20050,2
"Delta",2016-04-17 10:19:00,"P",0,2016-04-17 10:24:00,"P",0,5,5,18,15,20050,2
"Echo",2016-04-17 10:42:00,"P",0,2016-04-17 10:47:00,"P",0,5,5,18,15,20050,2
"Foxtrot",2016-04-17 11:05:00,"P",0,2016-04-17 11:10:00,"P",0,5,5,18,15,20050,2
"Golf",2016-04-17 11:28:00,"P",0,2016-04-17 11:33:00,"P",0,5,5,18,15,20050,2
"Hotel",2016-04-17 11:51:00,"P",0,2016-04-17 11:56:00,"P",0,5,5,18,15,20050,2
"India",2016-04-17 12:14:00,"P",0,2016-04-17 12:19:00,"P",0,5,5,18,15,20050,2
"Juliet",2016-04-17 12:37:00,"P",0,2016-04-17 12:42:00,"P",0,5,5,18,15,20050,2
"Kilo",2016-04-17 13:00:00,"P",0,2016-04-17 13:05:00,"P",0,5,5,0,0,20050,2
"Kilo",2016-04-17 12:22:00,"P",0,2016-04-17 12:27:00,"P",0,5,5,18,15,20051,2
"Juliet",2016-04-17 12:45:00,"P",0,2016-04-17 12:50:00,"P",0,5,5,18,15,20051,2
"India",2016-04-17 13:08:00,"P",0,2016-04-17 13:13:00,"P",0,5,5,18,15,20051,2
"Hotel",2016-04-17 13:31:00,"P",0,2016-04-17 13:36:00,"P",0,5,5,18,15,20051,2
"Golf",2016-04-17 13:54:00,"P",0,2016-04-17 13:59:00,"P",0,5,5,18,15,20051,2
"Foxtrot",2016-04-17 14:17:00,"P",0,2016-04-17 14:22:00,"P",0,5,5,18,15,20051,2
"Echo",2016-04-17 14:40:00,"P",0,2016-04-17 14:45:00,"P",0,5,5,18,15,20051,2
"Delta",2016-04-17 15:03:00,"P",0,2016-04-17 15:08:00,"P",0,5,5,18,15,20051,2
"Charlie",2016-04-17 15:26:00,"P",0,2016-04-17 15:31:00,"P",0,5,5,18,15,20051,2
"Bravo",2016-04-17 15:49:00,"P",0,2016-04-17 15:54:00,"P",0,5,5,18,15,20051,2
"Alpha",2016-04-17 16:12:00,"P",0,2016-04-17 16:17:00,"P",0,5,5,0,0,20051,2
"Alpha",2016-04-17 00:49:00,"P",0,2016-04-17 00:54:00,"P",0,5,5,18,15,20052,2
"Bravo",2016-04-17 01:12:00,"P",0,2016-04-17 01:17:00,"P",0,5,5,18,15,20052,2
"Charlie",2016-04-17 01:35:00,"P",0,2016-04-17 01:40:00,"P",0,5,5,18,15,20052,2
"Delta",2016-04-17 01:58:00,"P",0,2016-04-17 02:03:00,"P",0,5,5,18,15,20052,2
"Echo",2016-04-17 02:21:00,"P",0,2016-04-17 02:26:00,"P",0,5,5,18,15,20052,2
"Foxtrot",2016-04-17 02:44:00,"P",0,2016-04-17 02:49:00,"P",0,5,5,18,15,20052,2
"Golf",2016-04-17 03:07:00,"P",0,2016-04-17 03:12:00,"P",0,5,5,18,15,20052,2
"Hotel",2016-04-17 03:30:00,"P",0,2016-04-17 03:35:00,"P",0,5,5,18,15,20052,2
"India",2016-04-17 03:53:00,"P",0,2016-04-17 03:58:00,"P",0,5,5,18,15,20052,2
"Juliet",2016-04-17 04:16:00,"P",0,2016-04-17 04:21:00,"P",0,5,5,18,15,20052,2
"Kilo",2016-04-17 04:39:00,"P",0,2016-04-17 04:44:00,"P",0,5,5,0,0,20052,2
"Kilo",2016-04-17 14:43:00,"P",0,2016-04-17 14:48:00,"P",0,5,5,18,15,20053,2
"Juliet",2016-04-17 15:06:00,"P",0,2016-04-17 15:11:00,"P",0,5,5,18,15,20053,2
"India",2016-04-17 15:29:00,"P",0,2016-04-17 15:34:00,"P",0,5,5,18,15,20053,2
